Serial No.,GRE Score,TOEFL Score,University Rating,SOP,LOR ,CGPA,Research,Chance of Admit 
587,314,108,3,4.5,3.5,8.14,0,0.64
588,324,114,5,5,4.5,9.08,1,0.89
589,339,114,5,4,4.5,9.76,1,0.96
590,311,105,3,3.5,3,8.45,1,0.59
591,298,99,1,1.5,3,7.46,0,0.53
592,298,98,2,1.5,2.5,7.5,1,0.44
593,319,106,3,4,3,8,1,0.65
594,308,104,2,2.5,3,8.07,0,0.65
595,331,115,5,4,3.5,9.44,1,0.92
596,325,111,3,3,3.5,8.7,0,0.52
597,322,115,5,4,4.5,9.36,1,0.92
598,326,116,3,3.5,4,9.14,1,0.81
599,326,113,5,4.5,4,9.4,1,0.91
600,303,98,1,2,2.5,7.65,0,0.56
601,305,102,2,2,2.5,8.18,0,0.62
602,329,114,5,4.5,5,9.19,1,0.86
603,331,116,5,4,4,9.26,1,0.93
604,324,110,3,3.5,3,9.22,1,0.89
605,304,101,2,2,2.5,7.66,0,0.38
606,318,112,3,4,3.5,8.67,0,0.71
607,317,104,2,3,3,8.76,0,0.77
608,323,108,3,3.5,3,8.6,0,0.45
609,296,95,2,3,2,7.54,1,0.44
610,315,105,3,2,2.5,8.34,0,0.7
611,330,114,4,4.5,3,9.17,1,0.86
612,299,100,3,2,2,8.02,0,0.63
613,320,101,2,2.5,3,8.62,0,0.7
614,331,120,3,4,4,8.96,1,0.86
615,324,111,3,2.5,1.5,8.79,1,0.7
616,324,107,4,4,4.5,8.87,1,0.76
617,313,98,3,2.5,4.5,8.3,1,0.76
618,336,118,5,4.5,4,9.19,1,0.92
619,301,97,2,3,3,7.88,1,0.44
620,329,111,4,4.5,4,9.23,1,0.89
621,306,100,2,3,3,8,0,0.48
622,317,103,2,2.5,2,8.15,0,0.65
623,295,99,2,2.5,3,7.65,0,0.57
624,326,111,5,4.5,4,9.23,1,0.88
625,315,105,2,2,2.5,7.65,0,0.39
626,324,110,3,3.5,3.5,9.04,1,0.82
627,314,107,3,3,3.5,8.17,1,0.73
628,317,104,2,4.5,4,8.47,0,0.57
629,321,107,2,2,1.5,8.44,0,0.81
630,316,104,3,3,3.5,8,1,0.72
631,304,100,2,2.5,3.5,8.07,0,0.64
632,299,102,3,4,3.5,8.62,0,0.56
633,327,109,3,3.5,4,8.77,1,0.79
634,334,119,5,4.5,4.5,9.48,1,0.94
635,322,110,3,3,3.5,8,0,0.7
636,325,112,4,4,4,9,1,0.8
637,329,114,2,2,4,8.56,1,0.72
638,329,111,4,4.5,4,9.01,1,0.81
639,308,104,2,2.5,3,8.07,0,0.65
640,309,106,2,2.5,2.5,8,0,0.62
641,314,104,4,5,5,9.02,0,0.82
642,332,119,4,5,4.5,9.24,1,0.9
643,322,109,5,4.5,3.5,8.8,0,0.76
644,302,102,1,2,1.5,8,0,0.5
645,324,110,4,3,3.5,8.97,1,0.84
646,327,114,3,3,3,9.02,0,0.61
647,312,99,1,1,1.5,8.01,1,0.52
648,327,113,3,3.5,3,8.66,1,0.8
649,317,103,2,2.5,2,8.15,0,0.65
650,298,99,2,4,2,7.6,0,0.46
651,312,107,3,3,2,7.9,1,0.64
652,316,100,2,1.5,3,8.16,1,0.71
653,336,119,4,4.5,4,9.62,1,0.95
654,298,101,2,1.5,2,7.86,0,0.54
655,324,114,5,5,4.5,9.08,1,0.89
656,297,96,2,2.5,2,7.43,0,0.34
657,314,109,4,3.5,4,8.77,1,0.82
658,324,107,5,3.5,4,8.66,1,0.81
659,321,109,4,4,4,9.13,1,0.85
660,312,107,3,3,2,7.9,1,0.64
661,311,105,2,3,2,8.12,1,0.73
662,312,106,3,4,3.5,8.79,1,0.81
663,322,107,3,3.5,3.5,8.46,1,0.71
664,328,116,5,5,5,9.5,1,0.94
665,315,105,3,2,2.5,8.34,0,0.7
666,314,108,3,4.5,3.5,8.14,0,0.64
667,312,107,3,3,3,8.46,1,0.75
668,336,119,4,4.5,4,9.62,1,0.95
669,301,106,4,2.5,3,8.47,0,0.57
670,328,116,5,5,5,9.5,1,0.94
671,318,109,1,3.5,3.5,9.12,0,0.78
672,314,109,4,3.5,4,8.77,1,0.82
673,311,102,3,4.5,4,8.64,1,0.68
674,313,104,3,4,4.5,8.65,0,0.73
675,329,119,4,4.5,4.5,9.16,1,0.9
676,294,93,1,1.5,2,7.36,0,0.46
677,317,107,2,3.5,3,8.28,0,0.66
678,324,111,4,3,3,9.01,1,0.82
679,315,107,2,4,3,8.5,1,0.56
680,319,105,3,3,3.5,8.67,1,0.73
681,314,107,3,3,3.5,8.17,1,0.73
682,320,104,3,3,2.5,8.57,1,0.74
683,312,104,3,3.5,4,8.09,0,0.71
684,301,100,3,3.5,3,8.04,0,0.67
685,338,118,4,3,4.5,9.4,1,0.91
686,307,102,3,3,3,8.27,0,0.73
687,331,120,3,4,4,8.96,1,0.86
688,312,108,3,3.5,3,8.53,0,0.69
689,294,95,1,1.5,1.5,7.64,0,0.49
690,330,115,5,4.5,3,9.34,1,0.9
691,326,112,4,4,3.5,9.12,1,0.84
692,299,96,2,1.5,2,7.86,0,0.54
693,330,115,5,4.5,3,9.34,1,0.9
694,325,112,2,3,3.5,8.96,1,0.8
695,311,104,2,2,2,8.3,0,0.42
696,308,108,3,3.5,3.5,8.22,0,0.61
697,311,104,2,2,2,8.3,0,0.42
698,304,100,4,1.5,2.5,7.84,0,0.42
699,314,103,2,2,3,8.21,0,0.65
700,334,119,5,4.5,4.5,9.48,1,0.94
701,321,109,3,3.5,3.5,8.8,1,0.74
702,299,106,2,4,4,8.4,0,0.64
703,314,105,3,3.5,2.5,8.3,0,0.54
704,303,105,5,5,4.5,8.65,0,0.77
705,329,119,4,4.5,4.5,9.16,1,0.9
706,326,114,3,3,3,9.11,1,0.83
707,322,112,4,4.5,4.5,9.26,1,0.91
708,294,95,1,1.5,1.5,7.64,0,0.49
709,340,120,5,4.5,4.5,9.91,1,0.97
710,325,112,4,4,4.5,9.17,1,0.85
711,298,98,2,4,3,8.03,0,0.34
712,308,108,4,4.5,5,8.34,0,0.77
713,308,108,4,4.5,5,8.34,0,0.77
714,325,110,2,3,2.5,8.76,1,0.75
715,326,116,2,4.5,3,9.08,1,0.8
716,321,109,3,3.5,3.5,8.8,1,0.74
717,300,100,3,3,3.5,8.26,0,0.62
718,312,107,2,2.5,3.5,8.27,0,0.69
719,325,114,3,3.5,3,9.04,1,0.76
720,326,114,3,3,3,9.11,1,0.83
721,326,112,3,3.5,3,9.05,1,0.74
722,307,105,2,2,3.5,8.1,0,0.53
723,316,100,2,1.5,3,8.16,1,0.71
724,309,106,2,2.5,2.5,8,0,0.62
725,316,106,2,2.5,4,8.32,0,0.72
726,325,112,4,4,4.5,9.17,1,0.85
727,313,102,3,2.5,2.5,8.68,0,0.71
728,304,97,2,1.5,2,7.64,0,0.47
729,326,110,3,3.5,3.5,8.76,1,0.79
730,316,105,2,2.5,2.5,8.2,1,0.49
731,320,111,4,4.5,3.5,8.87,1,0.85
732,338,120,4,5,5,9.66,1,0.95
733,315,110,2,3.5,3,8.46,1,0.72
734,314,108,4,4.5,4,9.04,1,0.84
735,312,107,4,4.5,4,8.65,1,0.73
736,312,98,1,3.5,3,8.18,1,0.64
737,327,111,4,3,4,8.4,1,0.78
738,304,105,1,3,1.5,7.5,0,0.52
739,311,98,1,1,2.5,7.46,0,0.57
740,329,111,4,4.5,4.5,9.18,1,0.87
741,319,106,3,4,3,8,1,0.65
742,337,118,4,4.5,4.5,9.65,1,0.92
743,336,119,5,4,3.5,9.8,1,0.97
744,324,107,5,3.5,4,8.66,1,0.81
745,324,110,3,3.5,4,8.87,1,0.8
746,313,107,2,2.5,2,8.5,1,0.53
747,310,106,4,1.5,2.5,8.36,0,0.57
748,308,110,4,3.5,3,8.6,0,0.7
749,304,102,2,3,4,8.73,0,0.67
750,312,105,2,2,2.5,8.45,0,0.72
751,298,99,1,1.5,3,7.46,0,0.53
752,312,105,3,2,3,8.02,1,0.5
753,335,118,5,4.5,3.5,9.44,1,0.93
754,325,111,4,4,4.5,9.11,1,0.83
755,324,113,4,4.5,4,8.79,0,0.76
756,316,105,3,3,3.5,8.73,0,0.72
757,324,110,3,3.5,3,9.22,1,0.89
758,326,112,3,3.5,3,9.05,1,0.74
759,308,110,3,3.5,3,8,1,0.46
760,316,106,2,2.5,4,8.32,0,0.72
761,311,104,2,2.5,3.5,8.48,0,0.71
762,323,110,5,4,5,8.98,1,0.87
763,319,112,3,2.5,2,8.71,1,0.78
764,316,104,3,3,3.5,8,1,0.72
765,314,103,2,2,3,8.21,0,0.65
766,340,120,5,4.5,4.5,9.91,1,0.97
767,333,113,5,4,4,9.28,1,0.89
768,319,110,3,3,2.5,8.79,0,0.72
769,332,118,5,5,5,9.47,1,0.94
770,323,108,5,4,4,8.74,1,0.81
771,335,115,4,4.5,4.5,9.68,1,0.93
772,298,105,3,3.5,4,8.54,0,0.69
773,326,102,4,5,5,8.76,1,0.77
774,329,111,4,4.5,4.5,9.18,1,0.87
775,311,104,3,4.5,4.5,8.43,0,0.7
776,328,108,4,4.5,4,9.18,1,0.84
777,339,119,5,4.5,4,9.7,0,0.89
778,338,118,4,3,4.5,9.4,1,0.91
779,303,105,5,5,4.5,8.65,0,0.77
780,316,98,1,1.5,2,7.43,0,0.49
781,334,117,5,4,4.5,9.07,1,0.89
782,325,112,2,3,3.5,8.96,1,0.8
783,320,110,5,5,4.5,9.22,1,0.92
784,327,112,3,3,3,8.72,1,0.74
785,332,118,5,5,5,9.64,1,0.94
786,312,107,2,2.5,3.5,8.27,0,0.69
787,321,112,5,5,5,9.06,1,0.86
788,313,107,2,2.5,2,8.5,1,0.53
789,315,105,2,2,2.5,7.65,0,0.39
790,295,96,2,1.5,2,7.34,0,0.47
791,302,101,2,2.5,3.5,7.96,0,0.46
792,316,110,3,4,4.5,8.78,1,0.69
793,319,103,4,4.5,3.5,8.66,0,0.76
794,319,106,3,4,3,8,1,0.65
795,321,109,4,4,4,8.68,1,0.69
796,319,112,3,2.5,2,8.71,1,0.78
797,299,100,2,3,3.5,7.88,0,0.68
798,340,120,5,4.5,4.5,9.6,1,0.94
799,310,99,2,1.5,2,7.3,0,0.54
800,331,116,5,5,5,9.38,1,0.93
801,327,114,3,3,3,9.02,0,0.61
802,305,108,5,3,3,8.48,0,0.61
803,334,116,4,4,3,8,1,0.78
804,326,116,2,4.5,3,9.08,1,0.8
805,308,101,2,3,4,7.9,0,0.68
806,312,101,2,2.5,3.5,8.04,1,0.68
807,330,116,5,5,4.5,9.36,1,0.93
808,316,105,2,2.5,2.5,8.2,1,0.49
809,301,106,4,2.5,3,8.47,0,0.57
810,309,104,2,2,2.5,8.26,0,0.65
811,330,116,4,5,4.5,9.45,1,0.91
812,322,110,4,4,5,9.13,1,0.86
813,329,114,5,4.5,5,9.19,1,0.86
814,326,102,4,5,5,8.76,1,0.77
815,312,107,4,4.5,4,8.65,1,0.73
816,308,103,2,3,3.5,8.49,0,0.66
817,331,112,5,4,5,9.8,1,0.94
818,322,109,5,4.5,3.5,8.8,0,0.76
819,322,110,3,4,5,8.64,1,0.85
820,314,102,2,2,2.5,8.24,0,0.64
821,315,105,3,2,2.5,8.48,0,0.75
822,308,110,3,3.5,3,8,1,0.46
823,336,118,5,4.5,4,9.19,1,0.92
824,339,114,5,4,4.5,9.76,1,0.96
825,295,101,2,2.5,2,7.86,0,0.69
826,318,110,3,4,3,8.8,0,0.63
827,296,99,2,2.5,2.5,8.03,0,0.61
828,333,119,5,5,4.5,9.78,1,0.96
829,301,98,1,2,3,8.03,1,0.67
830,295,99,2,2.5,3,7.65,0,0.57
831,307,109,3,4,3,8,1,0.62
832,324,112,4,4,2.5,8.1,1,0.72
833,296,99,2,3,3.5,7.28,0,0.47
834,299,94,1,1,1,7.34,0,0.42
835,300,105,1,1,2,7.8,0,0.58
836,308,108,4,4.5,5,8.34,0,0.77
837,320,110,5,5,4.5,9.22,1,0.92
838,340,113,4,5,5,9.74,1,0.96
839,300,102,3,3.5,2.5,8.17,0,0.63
840,339,114,5,4,4.5,9.76,1,0.96
841,313,103,3,4,4,8.75,0,0.76
842,320,113,2,2,2.5,8.64,1,0.81
843,308,103,2,2.5,4,8.36,1,0.7
844,302,99,1,2,2,7.25,0,0.57
845,326,111,5,4.5,4,9.23,1,0.88
846,326,113,5,4.5,4,9.4,1,0.91
847,335,117,5,5,5,9.82,1,0.96
848,306,103,2,2.5,3,8.36,0,0.69
849,322,112,4,4.5,4.5,9.26,1,0.91
850,297,96,2,2.5,1.5,7.89,0,0.43
851,325,106,3,3.5,4,8.4,1,0.52
852,313,106,2,2.5,2,8.43,0,0.62
853,312,100,2,1.5,3.5,7.9,1,0.56
854,329,111,4,4.5,4,9.23,1,0.89
855,336,118,5,4.5,5,9.53,1,0.94
856,309,99,3,4,4,8.56,0,0.76
857,300,102,2,1.5,2,7.87,0,0.56
858,306,105,2,2.5,3,8.22,1,0.72
859,305,105,2,3,4,8.13,0,0.66
860,312,103,3,5,4,8.45,0,0.76
861,303,102,3,3.5,3,8.5,0,0.62
862,301,100,3,3.5,3,8.04,0,0.67
863,327,113,4,3.5,3,8.69,1,0.8
864,329,119,4,4.5,4.5,9.16,1,0.9
865,337,118,4,4.5,4.5,9.65,1,0.92
866,335,117,5,5,5,9.82,1,0.96
867,316,99,2,2.5,3,9,0,0.7
868,335,118,5,4.5,3.5,9.44,1,0.93
869,314,105,2,2.5,2,7.64,0,0.7
870,294,93,1,1.5,2,7.36,0,0.46
871,320,101,2,2.5,3,8.62,0,0.7
872,327,111,4,3,4,8.4,1,0.78
873,331,117,4,4.5,5,9.42,1,0.94
874,334,117,5,4,4.5,9.07,1,0.89
875,334,116,4,4,3,8,1,0.78
876,314,108,4,4.5,4,9.04,1,0.84
877,325,106,3,3.5,4,8.4,1,0.52
878,316,101,2,2.5,2,8.32,1,0.61
879,324,112,4,4,2.5,8.1,1,0.72
880,305,105,2,3,2,8.23,0,0.67
881,322,105,2,3,3,8.45,1,0.65
882,314,107,3,3,3.5,8.17,1,0.73
883,311,106,2,3.5,3,8.26,1,0.79
884,317,110,3,4,4.5,9.11,1,0.8
885,318,107,3,3,3.5,8.27,1,0.74
886,312,105,2,2,2.5,8.45,0,0.72
887,324,110,4,3,3.5,8.97,1,0.84
888,315,105,2,2,2.5,7.65,0,0.39
889,325,114,4,3,2,8.4,0,0.7
890,301,99,2,3,2,8.22,0,0.64
891,320,113,2,2,2.5,8.64,1,0.81
892,334,120,5,4,5,9.87,1,0.97
893,290,100,1,1.5,2,7.56,0,0.47
894,316,109,4,4.5,3.5,8.76,1,0.74
895,296,95,2,3,2,7.54,1,0.44
896,314,106,2,4,3.5,8.25,0,0.62
897,308,106,3,3.5,2.5,8.21,1,0.75
898,303,100,2,3,3.5,8.06,1,0.64
899,322,107,3,3.5,3.5,8.46,1,0.71
900,332,117,4,4.5,4,9.1,0,0.87
901,331,112,5,4,5,9.8,1,0.94
902,336,112,5,5,5,9.76,1,0.96
903,332,118,5,5,5,9.64,1,0.94
904,312,105,2,2,2.5,8.45,0,0.72
905,312,105,2,2.5,3,8.12,0,0.64
906,317,106,2,2,3.5,8.12,0,0.73
907,334,117,5,4,4.5,9.07,1,0.89
908,328,116,5,5,5,9.5,1,0.94
909,334,119,5,4.5,4.5,9.48,1,0.94
910,311,104,2,2.5,3.5,8.48,0,0.71
911,321,111,3,3.5,4,8.83,1,0.77
912,314,105,2,2.5,2,7.64,0,0.7
913,319,108,2,2.5,3,8.76,0,0.66
914,317,110,3,4,4.5,9.11,1,0.8
915,324,110,3,3.5,4,8.87,1,0.8
916,320,104,3,3.5,4.5,8.34,1,0.74
917,327,113,3,3.5,3,8.66,1,0.8
918,326,108,3,3,3.5,8.89,0,0.8
919,326,110,3,3.5,3.5,8.76,1,0.79
920,305,106,2,3,3,8.16,0,0.64
921,311,102,3,4.5,4,8.64,1,0.68
922,323,104,3,4,4,8.44,1,0.73
923,312,98,1,3.5,3,8.18,1,0.64
924,324,112,4,4,3.5,8.77,1,0.8
925,298,99,2,4,2,7.6,0,0.46
926,296,99,2,3,3.5,7.28,0,0.47
927,290,104,4,2,2.5,7.46,0,0.45
928,312,109,3,3,3,8.69,0,0.77
929,336,119,5,4,3.5,9.8,1,0.97
930,332,117,4,4.5,4,9.1,0,0.87
931,294,95,1,1.5,1.5,7.64,0,0.49
932,330,114,3,4.5,4.5,9.24,1,0.9
933,295,101,2,2.5,2,7.86,0,0.69
934,314,107,2,2.5,4,8.56,0,0.63
935,320,103,3,3,3,7.7,0,0.64
936,313,107,3,4,4.5,8.69,0,0.72
937,320,108,3,3.5,4,8.44,1,0.76
938,340,113,4,5,5,9.74,1,0.96
939,304,105,2,3,3,8.2,1,0.54
940,318,112,3,4,3.5,8.67,0,0.71
941,301,104,2,3.5,3.5,7.89,1,0.68
942,304,105,2,3,3,8.2,1,0.54
943,331,116,5,5,5,9.38,1,0.93
944,305,107,2,2.5,2.5,8.42,0,0.71
945,340,114,5,4,4,9.6,1,0.9
946,312,101,2,2.5,3.5,8.04,1,0.68
947,316,98,1,1.5,2,7.43,0,0.49
948,316,99,2,2.5,3,9,0,0.7
949,305,108,5,3,3,8.48,0,0.61
950,309,100,2,3,3,8.1,0,0.48
951,313,102,3,2,3,8.27,0,0.64
952,319,106,3,3.5,2.5,8.33,1,0.74
953,317,104,2,3,3,8.76,0,0.77
954,324,111,3,2.5,2,8.8,1,0.79
955,308,109,2,3,4,8.45,0,0.71
956,324,111,3,2.5,1.5,8.79,1,0.7
957,307,101,3,4,3,8.2,0,0.47
958,317,110,3,4,4.5,9.11,1,0.8
959,338,117,4,3.5,4.5,9.46,1,0.91
960,312,105,2,2.5,3,8.12,0,0.64
961,333,118,5,5,5,9.35,1,0.92
962,300,99,1,1,2.5,8.01,0,0.58
963,324,112,4,4,3.5,8.77,1,0.8
964,325,110,4,3.5,4,8.67,1,0.73
965,297,98,2,2.5,3,7.67,0,0.59
966,327,111,4,3,4,8.4,1,0.78
967,327,111,4,4,4.5,9,1,0.84
968,310,104,3,2,3.5,8.37,0,0.7
969,314,107,2,2.5,4,8.27,0,0.72
970,324,115,3,3.5,3,8.76,1,0.7
971,340,120,5,4.5,4.5,9.91,1,0.97
972,333,117,4,5,4,9.66,1,0.95
973,311,99,1,2.5,3,8.43,1,0.71
974,315,100,1,2,2.5,7.95,0,0.58
975,333,119,5,5,4.5,9.78,1,0.96
976,311,104,2,2.5,3.5,8.48,0,0.71
977,300,102,3,3.5,2.5,8.17,0,0.63
978,326,114,3,3,3,9.11,1,0.83
979,322,115,5,4,4.5,9.36,1,0.92
980,304,100,4,1.5,2.5,7.84,0,0.42
981,308,109,2,3,4,8.45,0,0.71
982,336,112,5,5,5,9.76,1,0.96
983,309,106,2,2.5,2.5,8,0,0.62
984,316,102,3,2,3,7.4,0,0.64
985,316,109,3,3.5,3,8.76,0,0.77
986,329,114,5,4,5,9.3,1,0.86
987,312,99,1,1,1.5,8.01,1,0.52
988,312,108,3,3.5,3,8.53,0,0.69
989,322,110,5,4.5,4,8.97,0,0.78
990,315,103,1,1.5,2,7.86,0,0.57
991,322,110,3,3.5,2.5,8.67,1,0.8
992,336,119,5,4,3.5,9.8,1,0.97
993,328,112,4,4,4.5,9.1,1,0.78
994,317,105,3,3.5,3,8.56,0,0.68
995,313,109,3,4,3.5,9,0,0.79
996,323,113,3,4,3,9.32,1,0.85
997,301,99,2,3,2,8.22,0,0.64
998,325,108,4,4.5,4,9.06,1,0.79
999,340,120,4,5,5,9.5,1,0.96
1000,299,100,2,3,3.5,7.88,0,0.68
1001,320,104,3,3.5,4.5,8.34,1,0.74
1002,315,100,1,2,2.5,7.95,0,0.58
1003,301,106,4,2.5,3,8.47,0,0.57
1004,310,99,2,1.5,2,7.3,0,0.54
1005,304,103,5,5,4,8.64,0,0.68
1006,311,99,2,2.5,3,7.98,0,0.65
1007,313,103,3,4,4,8.75,0,0.76
1008,300,100,3,3,3.5,8.26,0,0.62
1009,312,103,3,3.5,4,8.78,0,0.67
1010,322,104,3,3.5,4,8.84,1,0.78
1011,332,116,5,5,5,9.28,1,0.94
1012,299,106,2,4,4,8.4,0,0.64
1013,322,110,5,5,4,9.1,1,0.88
1014,322,110,3,4,5,8.64,1,0.85
1015,309,105,5,3.5,3.5,8.56,0,0.71
1016,328,110,4,5,4,9.14,1,0.82
1017,324,107,5,3.5,4,8.66,1,0.81
1018,324,112,5,5,5,9.08,1,0.88
1019,318,110,3,4,3,8.8,0,0.63
1020,332,119,4,5,4.5,9.24,1,0.9
1021,312,110,2,3.5,3,8.53,0,0.64
1022,334,116,4,4,3.5,9.54,1,0.93
1023,321,111,3,3.5,4,8.83,1,0.77
1024,316,109,4,4.5,3.5,8.76,1,0.74
1025,305,106,2,3,3,8.16,0,0.64
1026,304,103,5,5,4,8.64,0,0.68
1027,301,98,1,2,3,8.03,1,0.67
1028,325,107,3,3,3.5,9.11,1,0.84
1029,315,106,3,4.5,3.5,8.42,0,0.72
1030,314,105,3,3.5,2.5,8.3,0,0.54
1031,322,114,5,4.5,4,8.94,1,0.86
1032,325,112,4,4,4,9,1,0.8
1033,300,97,2,3,3,8.1,1,0.65
1034,318,106,2,4,4,7.92,1,0.64
1035,323,112,5,4,4.5,8.78,0,0.79
1036,315,103,1,1.5,2,7.86,0,0.57
1037,303,98,1,2,2.5,7.65,0,0.56
1038,320,104,3,3.5,4.5,8.34,1,0.74
1039,321,109,3,3,4,8.2,1,0.75
1040,321,109,3,3.5,3.5,8.8,1,0.74
1041,317,100,2,3,2.5,8.57,0,0.68
1042,339,116,4,4,3.5,9.8,1,0.96
1043,321,111,5,5,5,9.45,1,0.93
1044,298,105,3,3.5,4,8.54,0,0.69
1045,312,107,3,3,2,7.9,1,0.64
1046,306,100,2,3,3,8,0,0.48
1047,317,106,2,2,3.5,8.12,0,0.73
1048,318,109,1,3.5,3.5,9.12,0,0.78
1049,324,114,5,5,4.5,9.08,1,0.89
1050,312,104,3,3.5,4,8.09,0,0.71
1051,330,113,5,5,4,9.31,1,0.91
1052,307,105,2,2,3.5,8.1,0,0.53
1053,290,104,4,2,2.5,7.46,0,0.45
1054,322,109,5,4.5,3.5,8.8,0,0.76
1055,312,100,2,1.5,3.5,7.9,1,0.56
1056,299,100,3,2,2,8.02,0,0.63
1057,315,100,1,2,2.5,7.95,0,0.58
1058,305,105,2,3,4,8.13,0,0.66
1059,312,107,3,3,3,8.46,1,0.75
1060,305,112,3,3,3.5,8.65,0,0.71
1061,293,97,2,2,4,7.8,1,0.64
1062,338,115,5,4.5,5,9.23,1,0.91
1063,313,102,3,2.5,2.5,8.68,0,0.71
1064,329,114,5,4.5,5,9.19,1,0.86
1065,306,103,2,2.5,3,8.36,0,0.69
1066,319,103,4,4.5,3.5,8.66,0,0.76
1067,311,106,2,3.5,3,8.26,1,0.79
1068,338,118,4,3,4.5,9.4,1,0.91
1069,324,100,3,4,5,8.64,1,0.78
1070,319,110,3,3,2.5,8.79,0,0.72
1071,298,92,1,2,2,7.88,0,0.51
1072,325,106,3,3.5,4,8.4,1,0.52
1073,332,118,5,5,5,9.47,1,0.94
1074,314,110,3,4,4,8.8,0,0.75
1075,323,108,5,4,4,8.74,1,0.81
1076,301,104,2,3.5,3.5,7.89,1,0.68
1077,311,107,4,4.5,4.5,9,1,0.78
1078,320,120,3,4,4.5,9.11,0,0.86
1079,295,99,2,2.5,3,7.65,0,0.57
1080,309,108,3,2.5,3,8.12,0,0.72
1081,326,116,3,3.5,4,9.14,1,0.81
1082,330,113,5,5,4,9.31,1,0.91
1083,325,107,3,3,3.5,9.11,1,0.84
1084,310,106,2,3.5,2.5,8.33,0,0.73
1085,296,101,1,2.5,3,7.68,0,0.6
1086,309,100,2,3,3,8.1,0,0.48
1087,300,104,3,3.5,3,8.16,0,0.71
1088,324,111,3,2.5,1.5,8.79,1,0.7
1089,332,119,4,5,4.5,9.24,1,0.9
1090,340,120,4,5,5,9.5,1,0.96
1091,330,114,4,4.5,3,9.17,1,0.86
1092,303,98,1,2,2.5,7.65,0,0.56
1093,317,103,2,2.5,2,8.15,0,0.65
1094,312,107,2,2.5,3.5,8.27,0,0.69
1095,322,112,4,4.5,4.5,9.26,1,0.91
1096,315,99,2,3.5,3,7.89,0,0.63
1097,304,103,5,5,4,8.64,0,0.68
1098,317,100,2,3,2.5,8.57,0,0.68
1099,321,110,3,3.5,5,8.85,1,0.82
1100,313,102,3,3.5,4,8.9,1,0.77
1101,308,108,3,3.5,3.5,8.22,0,0.61
1102,320,108,3,3.5,4,8.44,1,0.76
1103,319,110,3,3,2.5,8.79,0,0.72
1104,336,112,5,5,5,9.76,1,0.96
1105,323,108,3,3.5,3,8.6,0,0.45
1106,314,108,4,4.5,4,9.04,1,0.84
1107,320,101,2,2.5,3,8.62,0,0.7
1108,316,109,3,3.5,3,8.76,0,0.77
1109,306,110,2,3.5,4,8.45,0,0.63
1110,314,104,4,5,5,9.02,0,0.82
1111,301,104,2,3.5,3.5,7.89,1,0.68
1112,340,120,4,4.5,4,9.92,1,0.97
1113,318,112,3,4,3.5,8.67,0,0.71
1114,301,97,2,3,3,7.88,1,0.44
1115,301,104,3,3.5,4,8.12,1,0.68
1116,290,104,4,2,2.5,7.46,0,0.45
1117,317,104,2,3,3,8.76,0,0.77
1118,331,116,5,4,4,9.26,1,0.93
1119,313,106,2,2.5,2,8.43,0,0.62
1120,321,110,3,3.5,5,8.85,1,0.82
1121,332,118,5,5,5,9.64,1,0.94
1122,314,102,2,2,2.5,8.24,0,0.64
1123,319,105,3,3,3.5,8.67,1,0.73
1124,328,110,4,4,2.5,9.02,1,0.81
1125,322,110,3,3.5,3,8.96,1,0.78
1126,323,113,3,4,4,8.88,1,0.79
1127,325,108,4,4.5,4,9.06,1,0.79
1128,334,116,4,4,3,8,1,0.78
1129,307,109,3,4,3,8,1,0.62
1130,323,112,5,4,4.5,8.78,0,0.79
1131,299,94,1,1,1,7.34,0,0.42
1132,323,110,5,4,5,8.98,1,0.87
1133,305,103,2,2.5,3.5,8.13,0,0.59
1134,320,113,2,2,2.5,8.64,1,0.81
1135,313,107,3,4,4.5,8.69,0,0.72
1136,331,119,4,5,4.5,9.34,1,0.9
1137,301,104,3,3.5,4,8.12,1,0.68
1138,315,110,2,3.5,3,8.46,1,0.72
1139,308,108,3,3.5,3.5,8.22,0,0.61
1140,310,106,4,1.5,2.5,8.36,0,0.57
1141,306,105,2,3,2.5,8.26,0,0.73
1142,327,113,4,4.5,5,9.14,0,0.83
1143,322,110,4,4,5,9.13,1,0.86
1144,310,102,3,3.5,4,8.02,1,0.66
1145,302,102,3,3.5,5,8.33,0,0.65
1146,300,97,2,3,3,8.1,1,0.65
1147,316,109,4,4.5,3.5,8.76,1,0.74
1148,324,115,3,3.5,3,8.76,1,0.7
1149,295,93,1,2,2,7.2,0,0.46
1150,296,99,2,2.5,2.5,8.03,0,0.61
1151,331,115,5,4,3.5,9.44,1,0.92
1152,328,115,4,4.5,4,9.16,1,0.78
1153,321,111,4,4,4,8.97,1,0.87
1154,316,110,3,3.5,4,8.56,0,0.75
1155,320,111,4,4.5,3.5,8.87,1,0.85
1156,308,106,3,3,3,8.24,0,0.58
1157,320,110,5,5,5,9.2,1,0.88
1158,316,110,3,4,4.5,8.78,1,0.69
1159,300,99,1,1,2.5,8.01,0,0.58
1160,325,111,3,3,3.5,8.7,0,0.52
1161,314,108,3,4.5,3.5,8.14,0,0.64
1162,316,107,2,3.5,3.5,8.64,1,0.57
1163,324,112,5,5,5,9.08,1,0.88
1164,327,113,4,3.5,3,8.69,1,0.8
1165,334,119,5,5,4.5,9.7,1,0.95
1166,312,103,3,3.5,4,8.78,0,0.67
